sub	trial	file	base	vc	vot	f0	choice
S018	1	pha_vcNone_25_150.wav	pha	vcNone	25	150	p
S018	2	bha_vcShort_0_95.wav	bha	vcShort	0	95	bh
S018	3	bha_vcLong_50_123.wav	bha	vcLong	50	123	bh
S018	4	pha_vcLong_100_123.wav	pha	vcLong	100	123	bh
S018	5	bha_vcShort_75_95.wav	bha	vcShort	75	95	bh
S018	6	pha_vcLong_25_95.wav	pha	vcLong	25	95	bh
S018	7	pha_vcNone_75_123.wav	pha	vcNone	75	123	ph
S018	8	pha_vcNone_100_95.wav	pha	vcNone	100	95	ph
S018	9	pha_vcLong_0_150.wav	pha	vcLong	0	150	b
S018	10	bha_vcShort_50_95.wav	bha	vcShort	50	95	bh
S018	11	bha_vcNone_75_95.wav	bha	vcNone	75	95	bh
S018	12	bha_vcLong_50_150.wav	bha	vcLong	50	150	bh
S018	13	bha_vcShort_50_150.wav	bha	vcShort	50	150	bh
S018	14	bha_vcNone_0_123.wav	bha	vcNone	0	123	p
S018	15	bha_vcNone_100_95.wav	bha	vcNone	100	95	bh
S018	16	pha_vcLong_25_150.wav	pha	vcLong	25	150	bh
S018	17	bha_vcLong_75_95.wav	bha	vcLong	75	95	bh
S018	18	pha_vcShort_100_95.wav	pha	vcShort	100	95	bh
S018	19	bha_vcShort_50_123.wav	bha	vcShort	50	123	bh
S018	20	bha_vcShort_0_123.wav	bha	vcShort	0	123	bh
S018	21	bha_vcLong_0_150.wav	bha	vcLong	0	150	bh
S018	22	bha_vcShort_100_123.wav	bha	vcShort	100	123	bh
S018	23	bha_vcLong_0_123.wav	bha	vcLong	0	123	bh
S018	24	pha_vcShort_0_95.wav	pha	vcShort	0	95	b
S018	25	pha_vcShort_100_123.wav	pha	vcShort	100	123	bh
S018	26	bha_vcLong_0_95.wav	bha	vcLong	0	95	bh
S018	27	pha_vcLong_50_150.wav	pha	vcLong	50	150	bh
S018	28	pha_vcNone_0_150.wav	pha	vcNone	0	150	p
S018	29	pha_vcShort_75_123.wav	pha	vcShort	75	123	bh
S018	30	pha_vcNone_75_150.wav	pha	vcNone	75	150	ph
S018	31	bha_vcNone_25_123.wav	bha	vcNone	25	123	ph
S018	32	bha_vcNone_75_150.wav	bha	vcNone	75	150	bh
S018	33	bha_vcNone_100_123.wav	bha	vcNone	100	123	ph
S018	34	pha_vcLong_75_123.wav	pha	vcLong	75	123	bh
S018	35	bha_vcShort_25_150.wav	bha	vcShort	25	150	bh
S018	36	bha_vcLong_75_150.wav	bha	vcLong	75	150	bh
S018	37	pha_vcNone_50_150.wav	pha	vcNone	50	150	ph
S018	38	pha_vcShort_75_150.wav	pha	vcShort	75	150	bh
S018	39	pha_vcShort_50_150.wav	pha	vcShort	50	150	bh
S018	40	bha_vcNone_25_150.wav	bha	vcNone	25	150	ph
S018	41	bha_vcShort_75_123.wav	bha	vcShort	75	123	bh
S018	42	pha_vcNone_100_123.wav	pha	vcNone	100	123	ph
S018	43	pha_vcLong_0_95.wav	pha	vcLong	0	95	b
S018	44	pha_vcNone_25_123.wav	pha	vcNone	25	123	ph
S018	45	pha_vcNone_50_95.wav	pha	vcNone	50	95	ph
S018	46	pha_vcNone_25_95.wav	pha	vcNone	25	95	ph
S018	47	pha_vcLong_50_123.wav	pha	vcLong	50	123	bh
S018	48	pha_vcLong_100_150.wav	pha	vcLong	100	150	bh
S018	49	bha_vcLong_25_123.wav	bha	vcLong	25	123	bh
S018	50	bha_vcLong_75_123.wav	bha	vcLong	75	123	bh
S018	51	bha_vcLong_100_123.wav	bha	vcLong	100	123	bh
S018	52	bha_vcShort_100_150.wav	bha	vcShort	100	150	bh
S018	53	pha_vcShort_100_150.wav	pha	vcShort	100	150	bh
S018	54	pha_vcLong_50_95.wav	pha	vcLong	50	95	bh
S018	55	bha_vcNone_100_150.wav	bha	vcNone	100	150	ph
S018	56	bha_vcLong_25_95.wav	bha	vcLong	25	95	bh
S018	57	bha_vcLong_100_150.wav	bha	vcLong	100	150	bh
S018	58	bha_vcNone_75_123.wav	bha	vcNone	75	123	bh
S018	59	bha_vcNone_0_150.wav	bha	vcNone	0	150	p
S018	60	pha_vcNone_50_123.wav	pha	vcNone	50	123	ph
S018	61	pha_vcLong_75_150.wav	pha	vcLong	75	150	bh
S018	62	pha_vcShort_0_123.wav	pha	vcShort	0	123	b
S018	63	pha_vcLong_0_123.wav	pha	vcLong	0	123	bh
S018	64	bha_vcNone_50_95.wav	bha	vcNone	50	95	bh
S018	65	bha_vcNone_0_95.wav	bha	vcNone	0	95	bh
S018	66	pha_vcNone_0_123.wav	pha	vcNone	0	123	p
S018	67	bha_vcLong_25_150.wav	bha	vcLong	25	150	bh
S018	68	bha_vcShort_75_150.wav	bha	vcShort	75	150	bh
S018	69	pha_vcLong_100_95.wav	pha	vcLong	100	95	bh
S018	70	pha_vcShort_75_95.wav	pha	vcShort	75	95	bh
S018	71	pha_vcShort_0_150.wav	pha	vcShort	0	150	b
S018	72	pha_vcLong_25_123.wav	pha	vcLong	25	123	bh
S018	73	bha_vcShort_0_150.wav	bha	vcShort	0	150	bh
S018	74	pha_vcNone_100_150.wav	pha	vcNone	100	150	ph
S018	75	pha_vcShort_25_95.wav	pha	vcShort	25	95	bh
S018	76	bha_vcShort_100_95.wav	bha	vcShort	100	95	bh
S018	77	bha_vcShort_25_123.wav	bha	vcShort	25	123	bh
S018	78	bha_vcShort_25_95.wav	bha	vcShort	25	95	bh
S018	79	pha_vcShort_50_123.wav	pha	vcShort	50	123	bh
S018	80	bha_vcNone_50_123.wav	bha	vcNone	50	123	ph
S018	81	pha_vcNone_75_95.wav	pha	vcNone	75	95	ph
S018	82	pha_vcNone_0_95.wav	pha	vcNone	0	95	p
S018	83	bha_vcLong_100_95.wav	bha	vcLong	100	95	bh
S018	84	bha_vcNone_25_95.wav	bha	vcNone	25	95	ph
S018	85	pha_vcLong_75_95.wav	pha	vcLong	75	95	bh
S018	86	bha_vcNone_50_150.wav	bha	vcNone	50	150	ph
S018	87	pha_vcShort_50_95.wav	pha	vcShort	50	95	bh
S018	88	pha_vcShort_25_123.wav	pha	vcShort	25	123	bh
S018	89	pha_vcShort_25_150.wav	pha	vcShort	25	150	bh
