sub	trial	file	base	vc	vot	f0	choice
S012	1	bha_vcLong_0_95.wav	bha	vcLong	0	95	bh
S012	2	pha_vcLong_100_150.wav	pha	vcLong	100	150	bh
S012	3	bha_vcLong_50_123.wav	bha	vcLong	50	123	p
S012	4	bha_vcShort_100_150.wav	bha	vcShort	100	150	bh
S012	5	bha_vcShort_0_123.wav	bha	vcShort	0	123	b
S012	6	bha_vcNone_25_95.wav	bha	vcNone	25	95	ph
S012	7	bha_vcNone_75_150.wav	bha	vcNone	75	150	bh
S012	8	pha_vcLong_25_123.wav	pha	vcLong	25	123	bh
S012	9	pha_vcShort_100_95.wav	pha	vcShort	100	95	bh
S012	10	pha_vcShort_0_95.wav	pha	vcShort	0	95	b
S012	11	bha_vcShort_25_150.wav	bha	vcShort	25	150	bh
S012	12	pha_vcLong_25_150.wav	pha	vcLong	25	150	bh
S012	13	bha_vcNone_100_123.wav	bha	vcNone	100	123	bh
S012	14	pha_vcLong_50_95.wav	pha	vcLong	50	95	ph
S012	15	bha_vcLong_75_95.wav	bha	vcLong	75	95	bh
S012	16	pha_vcNone_0_123.wav	pha	vcNone	0	123	p
S012	17	pha_vcShort_25_123.wav	pha	vcShort	25	123	bh
S012	18	bha_vcNone_0_95.wav	bha	vcNone	0	95	bh
S012	19	bha_vcLong_0_123.wav	bha	vcLong	0	123	ph
S012	20	pha_vcNone_50_150.wav	pha	vcNone	50	150	ph
S012	21	pha_vcLong_50_150.wav	pha	vcLong	50	150	bh
S012	22	pha_vcNone_50_123.wav	pha	vcNone	50	123	ph
S012	23	pha_vcLong_75_123.wav	pha	vcLong	75	123	bh
S012	24	bha_vcLong_50_95.wav	bha	vcLong	50	95	bh
S012	25	bha_vcNone_50_150.wav	bha	vcNone	50	150	ph
S012	26	bha_vcShort_100_95.wav	bha	vcShort	100	95	bh
S012	27	bha_vcNone_75_95.wav	bha	vcNone	75	95	bh
S012	28	bha_vcShort_50_150.wav	bha	vcShort	50	150	bh
S012	29	pha_vcShort_100_123.wav	pha	vcShort	100	123	bh
S012	30	bha_vcShort_75_150.wav	bha	vcShort	75	150	bh
S012	31	pha_vcShort_25_95.wav	pha	vcShort	25	95	ph
S012	32	pha_vcNone_75_150.wav	pha	vcNone	75	150	ph
S012	33	pha_vcNone_0_95.wav	pha	vcNone	0	95	b
S012	34	pha_vcLong_75_95.wav	pha	vcLong	75	95	bh
S012	35	bha_vcLong_100_150.wav	bha	vcLong	100	150	bh
S012	36	bha_vcShort_0_150.wav	bha	vcShort	0	150	b
S012	37	bha_vcShort_50_123.wav	bha	vcShort	50	123	bh
S012	38	bha_vcNone_75_123.wav	bha	vcNone	75	123	bh
S012	39	pha_vcNone_25_150.wav	pha	vcNone	25	150	ph
S012	40	bha_vcNone_0_150.wav	bha	vcNone	0	150	ph
S012	41	bha_vcNone_25_123.wav	bha	vcNone	25	123	p
S012	42	bha_vcNone_50_123.wav	bha	vcNone	50	123	p
S012	43	pha_vcLong_100_95.wav	pha	vcLong	100	95	bh
S012	44	pha_vcNone_100_123.wav	pha	vcNone	100	123	ph
S012	45	bha_vcShort_50_95.wav	bha	vcShort	50	95	ph
S012	46	pha_vcShort_75_123.wav	pha	vcShort	75	123	bh
S012	47	pha_vcNone_75_95.wav	pha	vcNone	75	95	ph
S012	48	pha_vcLong_0_123.wav	pha	vcLong	0	123	b
S012	49	pha_vcNone_25_95.wav	pha	vcNone	25	95	ph
S012	50	pha_vcLong_0_95.wav	pha	vcLong	0	95	bh
S012	51	pha_vcShort_0_123.wav	pha	vcShort	0	123	b
S012	52	bha_vcShort_0_95.wav	bha	vcShort	0	95	bh
S012	53	pha_vcNone_75_123.wav	pha	vcNone	75	123	ph
S012	54	pha_vcNone_0_150.wav	pha	vcNone	0	150	p
S012	55	bha_vcNone_0_123.wav	bha	vcNone	0	123	p
S012	56	pha_vcShort_100_150.wav	pha	vcShort	100	150	bh
S012	57	pha_vcShort_0_150.wav	pha	vcShort	0	150	p
S012	58	bha_vcShort_75_123.wav	bha	vcShort	75	123	bh
S012	59	bha_vcLong_100_95.wav	bha	vcLong	100	95	bh
S012	60	bha_vcNone_100_95.wav	bha	vcNone	100	95	bh
S012	61	pha_vcShort_50_150.wav	pha	vcShort	50	150	bh
S012	62	pha_vcShort_50_95.wav	pha	vcShort	50	95	bh
S012	63	bha_vcNone_25_150.wav	bha	vcNone	25	150	p
S012	64	pha_vcNone_50_95.wav	pha	vcNone	50	95	ph
S012	65	bha_vcShort_25_123.wav	bha	vcShort	25	123	bh
