sub	trial	file	base	vc	vot	f0	choice
S020	1	bha_vcLong_100_123.wav	bha	vcLong	100	123	bh
S020	2	bha_vcLong_25_123.wav	bha	vcLong	25	123	bh
S020	3	pha_vcShort_25_123.wav	pha	vcShort	25	123	bh
S020	4	pha_vcLong_50_123.wav	pha	vcLong	50	123	bh
S020	5	pha_vcLong_75_150.wav	pha	vcLong	75	150	bh
S020	6	bha_vcLong_50_95.wav	bha	vcLong	50	95	bh
S020	7	pha_vcShort_50_150.wav	pha	vcShort	50	150	bh
S020	8	pha_vcShort_100_95.wav	pha	vcShort	100	95	bh
S020	9	pha_vcLong_25_95.wav	pha	vcLong	25	95	bh
S020	10	bha_vcNone_75_123.wav	bha	vcNone	75	123	bh
S020	11	pha_vcNone_100_123.wav	pha	vcNone	100	123	ph
S020	12	bha_vcNone_75_150.wav	bha	vcNone	75	150	ph
S020	13	pha_vcNone_25_95.wav	pha	vcNone	25	95	ph
S020	14	bha_vcLong_25_150.wav	bha	vcLong	25	150	bh
S020	15	pha_vcShort_100_123.wav	pha	vcShort	100	123	bh
S020	16	pha_vcShort_75_123.wav	pha	vcShort	75	123	bh
S020	17	bha_vcNone_25_150.wav	bha	vcNone	25	150	ph
S020	18	bha_vcLong_100_150.wav	bha	vcLong	100	150	bh
S020	19	pha_vcShort_0_150.wav	pha	vcShort	0	150	b
S020	20	pha_vcNone_50_150.wav	pha	vcNone	50	150	ph
S020	21	bha_vcNone_0_95.wav	bha	vcNone	0	95	bh
S020	22	pha_vcLong_100_123.wav	pha	vcLong	100	123	bh
S020	23	bha_vcLong_75_150.wav	bha	vcLong	75	150	bh
S020	24	pha_vcLong_25_123.wav	pha	vcLong	25	123	bh
S020	25	bha_vcNone_75_95.wav	bha	vcNone	75	95	bh
S020	26	pha_vcNone_50_95.wav	pha	vcNone	50	95	bh
S020	27	bha_vcShort_50_150.wav	bha	vcShort	50	150	bh
S020	28	pha_vcNone_25_150.wav	pha	vcNone	25	150	p
S020	29	pha_vcLong_100_95.wav	pha	vcLong	100	95	bh
S020	30	bha_vcLong_25_95.wav	bha	vcLong	25	95	bh
S020	31	bha_vcLong_75_123.wav	bha	vcLong	75	123	bh
S020	32	pha_vcShort_75_150.wav	pha	vcShort	75	150	bh
