sub	trial	file	base	vc	vot	f0	choice
S032	1	bha_vcNone_25_123.wav	bha	vcNone	25	123	ph
S032	2	pha_vcNone_100_95.wav	pha	vcNone	100	95	ph
S032	3	pha_vcShort_25_123.wav	pha	vcShort	25	123	ph
S032	4	bha_vcShort_100_95.wav	bha	vcShort	100	95	bh
S032	5	pha_vcShort_0_123.wav	pha	vcShort	0	123	b
S032	6	bha_vcNone_25_150.wav	bha	vcNone	25	150	ph
S032	7	pha_vcLong_50_95.wav	pha	vcLong	50	95	bh
S032	8	pha_vcShort_75_95.wav	pha	vcShort	75	95	bh
S032	9	pha_vcNone_75_95.wav	pha	vcNone	75	95	ph
S032	10	bha_vcNone_25_95.wav	bha	vcNone	25	95	ph
S032	11	bha_vcLong_25_95.wav	bha	vcLong	25	95	b
S032	12	bha_vcLong_100_95.wav	bha	vcLong	100	95	bh
S032	13	pha_vcNone_25_95.wav	pha	vcNone	25	95	p
S032	14	bha_vcLong_25_123.wav	bha	vcLong	25	123	b
S032	15	pha_vcLong_25_123.wav	pha	vcLong	25	123	b
S032	16	bha_vcShort_25_123.wav	bha	vcShort	25	123	bh
S032	17	bha_vcLong_50_150.wav	bha	vcLong	50	150	bh
S032	18	bha_vcShort_100_150.wav	bha	vcShort	100	150	bh
S032	19	bha_vcNone_0_123.wav	bha	vcNone	0	123	p
S032	20	pha_vcShort_75_150.wav	pha	vcShort	75	150	bh
S032	21	bha_vcLong_0_123.wav	bha	vcLong	0	123	b
S032	22	pha_vcShort_100_150.wav	pha	vcShort	100	150	bh
S032	23	pha_vcNone_50_123.wav	pha	vcNone	50	123	ph
S032	24	pha_vcShort_75_123.wav	pha	vcShort	75	123	bh
S032	25	bha_vcShort_0_123.wav	bha	vcShort	0	123	b
S032	26	pha_vcLong_100_150.wav	pha	vcLong	100	150	bh
S032	27	bha_vcShort_75_123.wav	bha	vcShort	75	123	bh
S032	28	pha_vcShort_25_95.wav	pha	vcShort	25	95	bh
S032	29	bha_vcLong_50_123.wav	bha	vcLong	50	123	bh
S032	30	bha_vcShort_75_95.wav	bha	vcShort	75	95	bh
S032	31	pha_vcShort_50_123.wav	pha	vcShort	50	123	bh
S032	32	pha_vcShort_100_95.wav	pha	vcShort	100	95	bh
S032	33	pha_vcNone_75_150.wav	pha	vcNone	75	150	p
S032	34	pha_vcLong_50_150.wav	pha	vcLong	50	150	bh
S032	35	pha_vcNone_0_95.wav	pha	vcNone	0	95	p
S032	36	bha_vcNone_100_150.wav	bha	vcNone	100	150	ph
S032	37	pha_vcNone_25_150.wav	pha	vcNone	25	150	p
S032	38	pha_vcNone_0_123.wav	pha	vcNone	0	123	p
S032	39	bha_vcNone_100_123.wav	bha	vcNone	100	123	ph
S032	40	pha_vcNone_0_150.wav	pha	vcNone	0	150	p
S032	41	bha_vcNone_75_123.wav	bha	vcNone	75	123	ph
S032	42	pha_vcNone_100_123.wav	pha	vcNone	100	123	ph
S032	43	bha_vcNone_50_150.wav	bha	vcNone	50	150	p
S032	44	pha_vcLong_50_123.wav	pha	vcLong	50	123	b
S032	45	bha_vcLong_0_95.wav	bha	vcLong	0	95	bh
S032	46	pha_vcShort_100_123.wav	pha	vcShort	100	123	ph
