sub	trial	file	base	vc	vot	f0	choice
S021	1	bha_vcLong_100_123.wav	bha	vcLong	100	123	bh
S021	2	bha_vcNone_0_123.wav	bha	vcNone	0	123	b
S021	3	pha_vcNone_0_123.wav	pha	vcNone	0	123	p
S021	4	bha_vcNone_50_95.wav	bha	vcNone	50	95	bh
S021	5	pha_vcNone_100_123.wav	pha	vcNone	100	123	ph
S021	6	pha_vcNone_25_123.wav	pha	vcNone	25	123	ph
S021	7	pha_vcLong_75_123.wav	pha	vcLong	75	123	bh
S021	8	bha_vcShort_25_150.wav	bha	vcShort	25	150	bh
S021	9	bha_vcShort_50_150.wav	bha	vcShort	50	150	b
S021	10	bha_vcNone_100_150.wav	bha	vcNone	100	150	ph
S021	11	pha_vcLong_25_123.wav	pha	vcLong	25	123	b
S021	12	pha_vcNone_100_95.wav	pha	vcNone	100	95	p
S021	13	bha_vcNone_75_150.wav	bha	vcNone	75	150	p
S021	14	pha_vcNone_50_95.wav	pha	vcNone	50	95	bh
S021	15	bha_vcNone_25_150.wav	bha	vcNone	25	150	p
S021	16	bha_vcNone_50_150.wav	bha	vcNone	50	150	p
S021	17	pha_vcLong_25_95.wav	pha	vcLong	25	95	bh
S021	18	pha_vcLong_50_123.wav	pha	vcLong	50	123	b
S021	19	bha_vcShort_100_95.wav	bha	vcShort	100	95	bh
S021	20	pha_vcNone_100_150.wav	pha	vcNone	100	150	ph
S021	21	pha_vcShort_50_123.wav	pha	vcShort	50	123	b
S021	22	bha_vcShort_25_95.wav	bha	vcShort	25	95	bh
S021	23	pha_vcNone_75_150.wav	pha	vcNone	75	150	ph
S021	24	pha_vcNone_0_95.wav	pha	vcNone	0	95	b
S021	25	bha_vcNone_75_95.wav	bha	vcNone	75	95	bh
S021	26	pha_vcShort_50_150.wav	pha	vcShort	50	150	b
S021	27	bha_vcLong_100_95.wav	bha	vcLong	100	95	bh
S021	28	bha_vcNone_100_95.wav	bha	vcNone	100	95	b
S021	29	pha_vcNone_0_150.wav	pha	vcNone	0	150	p
S021	30	pha_vcLong_0_150.wav	pha	vcLong	0	150	b
S021	31	bha_vcLong_0_150.wav	bha	vcLong	0	150	b
S021	32	bha_vcShort_0_150.wav	bha	vcShort	0	150	b
S021	33	bha_vcLong_75_150.wav	bha	vcLong	75	150	bh
S021	34	pha_vcLong_50_95.wav	pha	vcLong	50	95	b
S021	35	pha_vcShort_75_95.wav	pha	vcShort	75	95	bh
S021	36	bha_vcLong_0_123.wav	bha	vcLong	0	123	b
S021	37	pha_vcNone_75_95.wav	pha	vcNone	75	95	ph
S021	38	bha_vcNone_0_150.wav	bha	vcNone	0	150	p
S021	39	bha_vcLong_25_150.wav	bha	vcLong	25	150	b
S021	40	pha_vcShort_50_95.wav	pha	vcShort	50	95	bh
S021	41	bha_vcNone_25_95.wav	bha	vcNone	25	95	ph
S021	42	bha_vcLong_25_95.wav	bha	vcLong	25	95	bh
S021	43	pha_vcLong_0_123.wav	pha	vcLong	0	123	b
S021	44	pha_vcShort_25_123.wav	pha	vcShort	25	123	b
S021	45	bha_vcNone_75_123.wav	bha	vcNone	75	123	p
S021	46	pha_vcLong_75_150.wav	pha	vcLong	75	150	bh
S021	47	bha_vcShort_75_150.wav	bha	vcShort	75	150	bh
S021	48	pha_vcNone_25_95.wav	pha	vcNone	25	95	p
S021	49	bha_vcNone_100_123.wav	bha	vcNone	100	123	ph
