sub	trial	file	base	vc	vot	f0	choice
S010	1	pha_vcLong_100_95.wav	pha	vcLong	100	95	bh
S010	2	pha_vcNone_50_150.wav	pha	vcNone	50	150	ph
S010	3	pha_vcShort_100_123.wav	pha	vcShort	100	123	bh
S010	4	bha_vcShort_50_123.wav	bha	vcShort	50	123	bh
S010	5	bha_vcNone_75_150.wav	bha	vcNone	75	150	ph
S010	6	bha_vcShort_0_150.wav	bha	vcShort	0	150	b
S010	7	bha_vcNone_100_150.wav	bha	vcNone	100	150	ph
S010	8	pha_vcShort_50_95.wav	pha	vcShort	50	95	bh
S010	9	pha_vcNone_75_95.wav	pha	vcNone	75	95	ph
S010	10	pha_vcLong_0_123.wav	pha	vcLong	0	123	b
S010	11	bha_vcNone_25_95.wav	bha	vcNone	25	95	ph
S010	12	bha_vcShort_100_95.wav	bha	vcShort	100	95	bh
S010	13	bha_vcLong_0_95.wav	bha	vcLong	0	95	bh
S010	14	pha_vcLong_0_95.wav	pha	vcLong	0	95	b
S010	15	pha_vcNone_75_123.wav	pha	vcNone	75	123	p
S010	16	bha_vcLong_0_123.wav	bha	vcLong	0	123	b
S010	17	bha_vcShort_100_123.wav	bha	vcShort	100	123	bh
S010	18	bha_vcNone_100_95.wav	bha	vcNone	100	95	bh
S010	19	pha_vcNone_50_95.wav	pha	vcNone	50	95	ph
S010	20	bha_vcNone_0_123.wav	bha	vcNone	0	123	p
S010	21	pha_vcLong_75_123.wav	pha	vcLong	75	123	bh
S010	22	pha_vcShort_0_123.wav	pha	vcShort	0	123	b
S010	23	bha_vcShort_100_150.wav	bha	vcShort	100	150	bh
S010	24	pha_vcShort_50_150.wav	pha	vcShort	50	150	bh
S010	25	pha_vcShort_75_150.wav	pha	vcShort	75	150	bh
S010	26	bha_vcLong_75_150.wav	bha	vcLong	75	150	bh
S010	27	pha_vcNone_100_150.wav	pha	vcNone	100	150	ph
S010	28	pha_vcNone_0_150.wav	pha	vcNone	0	150	p
S010	29	pha_vcShort_100_95.wav	pha	vcShort	100	95	bh
S010	30	bha_vcLong_0_150.wav	bha	vcLong	0	150	b
S010	31	bha_vcShort_25_95.wav	bha	vcShort	25	95	bh
S010	32	pha_vcNone_0_123.wav	pha	vcNone	0	123	p
S010	33	bha_vcNone_0_150.wav	bha	vcNone	0	150	p
S010	34	pha_vcShort_100_150.wav	pha	vcShort	100	150	bh
S010	35	bha_vcShort_50_95.wav	bha	vcShort	50	95	bh
S010	36	pha_vcShort_0_150.wav	pha	vcShort	0	150	b
S010	37	pha_vcShort_25_123.wav	pha	vcShort	25	123	bh
S010	38	pha_vcLong_0_150.wav	pha	vcLong	0	150	b
S010	39	pha_vcShort_25_95.wav	pha	vcShort	25	95	bh
S010	40	pha_vcShort_25_150.wav	pha	vcShort	25	150	ph
S010	41	bha_vcLong_50_150.wav	bha	vcLong	50	150	bh
S010	42	pha_vcLong_100_150.wav	pha	vcLong	100	150	bh
S010	43	bha_vcLong_25_150.wav	bha	vcLong	25	150	bh
S010	44	pha_vcLong_50_150.wav	pha	vcLong	50	150	bh
S010	45	pha_vcShort_75_95.wav	pha	vcShort	75	95	bh
S010	46	bha_vcNone_75_123.wav	bha	vcNone	75	123	bh
S010	47	pha_vcNone_100_95.wav	pha	vcNone	100	95	bh
S010	48	bha_vcLong_50_95.wav	bha	vcLong	50	95	bh
S010	49	bha_vcShort_50_150.wav	bha	vcShort	50	150	bh
S010	50	pha_vcNone_25_123.wav	pha	vcNone	25	123	p
S010	51	bha_vcLong_100_150.wav	bha	vcLong	100	150	bh
S010	52	pha_vcShort_75_123.wav	pha	vcShort	75	123	bh
S010	53	bha_vcLong_75_95.wav	bha	vcLong	75	95	bh
S010	54	bha_vcShort_0_95.wav	bha	vcShort	0	95	bh
S010	55	pha_vcNone_25_150.wav	pha	vcNone	25	150	ph
S010	56	bha_vcNone_25_150.wav	bha	vcNone	25	150	ph
S010	57	pha_vcLong_50_95.wav	pha	vcLong	50	95	bh
S010	58	pha_vcNone_0_95.wav	pha	vcNone	0	95	p
S010	59	bha_vcLong_50_123.wav	bha	vcLong	50	123	bh
S010	60	bha_vcNone_50_150.wav	bha	vcNone	50	150	p
S010	61	bha_vcLong_25_95.wav	bha	vcLong	25	95	bh
S010	62	bha_vcShort_0_123.wav	bha	vcShort	0	123	bh
