sub	trial	file	base	vc	vot	f0	choice
S011	1	bha_vcNone_0_150.wav	bha	vcNone	0	150	b
S011	2	bha_vcShort_50_123.wav	bha	vcShort	50	123	b
S011	3	pha_vcLong_50_95.wav	pha	vcLong	50	95	bh
S011	4	pha_vcNone_25_150.wav	pha	vcNone	25	150	ph
S011	5	bha_vcNone_0_123.wav	bha	vcNone	0	123	p
S011	6	bha_vcLong_0_95.wav	bha	vcLong	0	95	b
S011	7	pha_vcNone_50_123.wav	pha	vcNone	50	123	ph
S011	8	pha_vcLong_75_95.wav	pha	vcLong	75	95	bh
S011	9	bha_vcNone_75_150.wav	bha	vcNone	75	150	bh
S011	10	bha_vcLong_100_150.wav	bha	vcLong	100	150	bh
S011	11	pha_vcShort_25_123.wav	pha	vcShort	25	123	bh
S011	12	bha_vcNone_25_123.wav	bha	vcNone	25	123	ph
S011	13	bha_vcLong_25_150.wav	bha	vcLong	25	150	bh
S011	14	bha_vcNone_100_150.wav	bha	vcNone	100	150	ph
S011	15	bha_vcShort_25_150.wav	bha	vcShort	25	150	bh
S011	16	bha_vcLong_75_123.wav	bha	vcLong	75	123	bh
S011	17	pha_vcNone_75_150.wav	pha	vcNone	75	150	ph
S011	18	pha_vcShort_0_95.wav	pha	vcShort	0	95	b
S011	19	bha_vcShort_100_150.wav	bha	vcShort	100	150	bh
S011	20	bha_vcShort_0_123.wav	bha	vcShort	0	123	b
S011	21	bha_vcNone_75_123.wav	bha	vcNone	75	123	p
S011	22	pha_vcLong_100_123.wav	pha	vcLong	100	123	bh
S011	23	pha_vcNone_100_95.wav	pha	vcNone	100	95	bh
S011	24	bha_vcLong_0_150.wav	bha	vcLong	0	150	b
S011	25	pha_vcNone_50_150.wav	pha	vcNone	50	150	ph
S011	26	pha_vcShort_75_150.wav	pha	vcShort	75	150	bh
S011	27	pha_vcNone_100_150.wav	pha	vcNone	100	150	ph
S011	28	pha_vcNone_75_95.wav	pha	vcNone	75	95	ph
S011	29	bha_vcShort_75_95.wav	bha	vcShort	75	95	bh
S011	30	pha_vcShort_100_150.wav	pha	vcShort	100	150	bh
S011	31	pha_vcLong_100_95.wav	pha	vcLong	100	95	bh
S011	32	bha_vcLong_50_95.wav	bha	vcLong	50	95	bh
S011	33	pha_vcShort_25_150.wav	pha	vcShort	25	150	bh
S011	34	pha_vcShort_50_150.wav	pha	vcShort	50	150	bh
S011	35	pha_vcLong_0_150.wav	pha	vcLong	0	150	b
S011	36	bha_vcShort_50_150.wav	bha	vcShort	50	150	bh
S011	37	pha_vcNone_100_123.wav	pha	vcNone	100	123	ph
S011	38	pha_vcShort_50_123.wav	pha	vcShort	50	123	bh
S011	39	pha_vcLong_0_123.wav	pha	vcLong	0	123	b
S011	40	pha_vcShort_100_123.wav	pha	vcShort	100	123	bh
S011	41	bha_vcNone_50_95.wav	bha	vcNone	50	95	bh
S011	42	bha_vcLong_100_123.wav	bha	vcLong	100	123	bh
S011	43	pha_vcLong_0_95.wav	pha	vcLong	0	95	b
S011	44	pha_vcShort_75_95.wav	pha	vcShort	75	95	bh
S011	45	bha_vcNone_25_150.wav	bha	vcNone	25	150	ph
S011	46	bha_vcNone_50_150.wav	bha	vcNone	50	150	ph
S011	47	bha_vcShort_25_95.wav	bha	vcShort	25	95	bh
S011	48	bha_vcShort_25_123.wav	bha	vcShort	25	123	bh
S011	49	bha_vcShort_0_95.wav	bha	vcShort	0	95	b
S011	50	pha_vcNone_50_95.wav	pha	vcNone	50	95	bh
S011	51	bha_vcLong_100_95.wav	bha	vcLong	100	95	bh
S011	52	bha_vcNone_75_95.wav	bha	vcNone	75	95	bh
S011	53	pha_vcNone_25_95.wav	pha	vcNone	25	95	ph
