sub	trial	file	base	vc	vot	f0	choice
S013	1	bha_vcShort_50_123.wav	bha	vcShort	50	123	bh
S013	2	bha_vcNone_0_150.wav	bha	vcNone	0	150	p
S013	3	bha_vcLong_75_95.wav	bha	vcLong	75	95	bh
S013	4	pha_vcShort_75_123.wav	pha	vcShort	75	123	bh
S013	5	bha_vcShort_0_150.wav	bha	vcShort	0	150	bh
S013	6	bha_vcLong_25_123.wav	bha	vcLong	25	123	bh
S013	7	pha_vcNone_75_123.wav	pha	vcNone	75	123	ph
S013	8	pha_vcNone_0_123.wav	pha	vcNone	0	123	b
S013	9	bha_vcNone_0_123.wav	bha	vcNone	0	123	p
S013	10	pha_vcNone_100_150.wav	pha	vcNone	100	150	ph
S013	11	pha_vcShort_100_95.wav	pha	vcShort	100	95	bh
S013	12	pha_vcLong_0_150.wav	pha	vcLong	0	150	bh
S013	13	bha_vcNone_0_95.wav	bha	vcNone	0	95	bh
S013	14	pha_vcShort_0_150.wav	pha	vcShort	0	150	p
S013	15	pha_vcShort_25_123.wav	pha	vcShort	25	123	bh
S013	16	bha_vcLong_25_150.wav	bha	vcLong	25	150	bh
S013	17	pha_vcShort_50_95.wav	pha	vcShort	50	95	bh
S013	18	pha_vcShort_25_95.wav	pha	vcShort	25	95	bh
S013	19	pha_vcLong_100_150.wav	pha	vcLong	100	150	bh
S013	20	bha_vcShort_75_95.wav	bha	vcShort	75	95	bh
S013	21	pha_vcShort_100_150.wav	pha	vcShort	100	150	bh
S013	22	bha_vcLong_100_150.wav	bha	vcLong	100	150	bh
S013	23	bha_vcNone_100_95.wav	bha	vcNone	100	95	bh
S013	24	pha_vcNone_75_150.wav	pha	vcNone	75	150	ph
S013	25	pha_vcNone_100_95.wav	pha	vcNone	100	95	ph
S013	26	bha_vcLong_0_150.wav	bha	vcLong	0	150	bh
S013	27	bha_vcLong_25_95.wav	bha	vcLong	25	95	bh
S013	28	bha_vcLong_0_123.wav	bha	vcLong	0	123	b
S013	29	pha_vcNone_100_123.wav	pha	vcNone	100	123	ph
S013	30	pha_vcNone_75_95.wav	pha	vcNone	75	95	ph
S013	31	pha_vcShort_50_150.wav	pha	vcShort	50	150	bh
S013	32	bha_vcShort_25_123.wav	bha	vcShort	25	123	bh
S013	33	pha_vcShort_0_95.wav	pha	vcShort	0	95	bh
S013	34	pha_vcLong_75_95.wav	pha	vcLong	75	95	bh
S013	35	bha_vcShort_0_123.wav	bha	vcShort	0	123	bh
S013	36	bha_vcShort_100_123.wav	bha	vcShort	100	123	bh
S013	37	bha_vcShort_75_123.wav	bha	vcShort	75	123	bh
S013	38	pha_vcNone_25_123.wav	pha	vcNone	25	123	ph
S013	39	bha_vcShort_25_95.wav	bha	vcShort	25	95	bh
S013	40	bha_vcNone_75_123.wav	bha	vcNone	75	123	ph
S013	41	pha_vcShort_100_123.wav	pha	vcShort	100	123	bh
S013	42	pha_vcLong_100_95.wav	pha	vcLong	100	95	bh
S013	43	pha_vcShort_50_123.wav	pha	vcShort	50	123	bh
S013	44	bha_vcShort_50_150.wav	bha	vcShort	50	150	bh
S013	45	pha_vcShort_75_95.wav	pha	vcShort	75	95	bh
